_row,deficiency,action,category,city,facility
261,chemical logs filled out only 3 days of the week and not filled out daily.,Must fill out chemical logs daily.,Misc fixes,SOUTHLAKE,VERSAILLES HOMEOWNERS ASSOC INC
262,Tile line around pool observed unclean.,Clean pool tiles near surface of water.,Clean/clear water,SAGINAW,ASHTON APARTMENTS
262,The following pool signage is missing,New signage rules have been ordered- per management,Signage/permit posting,SAGINAW,ASHTON APARTMENTS
263,gauge not working on the pump,Ensure to fix non working gauge on the pump,Repair/replace equipment,WHITE SETTLEMENT,TOWNHOUSE WEST
263,bottom is barely visible water is cloudy.,Ensure water is clear before reopening.,Misc fixes,WHITE SETTLEMENT,TOWNHOUSE WEST
263,hand rails on ladder are easily moved with lots of play.,must secure ladder hand rails tightly.,Repair/replace equipment,WHITE SETTLEMENT,TOWNHOUSE WEST
264,free chlorine too high.,Ensure free chlorine is at proper sanitizing ranges.,Adjust chemistry (chlorine/pH),BENBROOK,TIMBER CREEK SQUARE
264,missing tiles on tile line.,Ensure missing tile lines are repaired or replaced.,Misc fixes,BENBROOK,TIMBER CREEK SQUARE
264,algae growth on pool wall.,Ensure pool water is algae free.,Clean/clear water,BENBROOK,TIMBER CREEK SQUARE
264,chlorine tablets in skimmer basket.,Ensure skimmer baskets are not used to dispense sanitizer.,Repair/replace equipment,BENBROOK,TIMBER CREEK SQUARE
264,damaged and peeling USCG ring buoy in pool enclosure.,Ensure a USCG ring buoy in good condition is available in pool enclosure.,Misc fixes,BENBROOK,TIMBER CREEK SQUARE
264,expired Tarrant County Public Health pool permit posted in public view.,Ensure current Tarrant County Public Health pool permit is posted in conspicuous location.,Signage/permit posting,BENBROOK,TIMBER CREEK SQUARE
265,Equalizer line in the skimmer was not plugged.,Ensure to plug Equalizer in the skimmer.,Repair/replace equipment,WHITE SETTLEMENT,CREEK APARTMENTS
265,no weirs on skimmers.,Ensure to provide weirs on all skimmers.,Misc fixes,WHITE SETTLEMENT,CREEK APARTMENTS
265,hand rail very loose at the ladder in the deep end of the pool.,Emsure to secure hand rail at the ladder.,Repair/replace equipment,WHITE SETTLEMENT,CREEK APARTMENTS
265,a outlet that was not on a GFCI in the pump room.,Ensure to replace plug outlet in the pump room to GFCI.,Electrical/GFCI/Bonding,WHITE SETTLEMENT,CREEK APARTMENTS
265,no air gap provided for back wash in the pump room.,Ensure to provide a air gap for the back wash.,Misc fixes,WHITE SETTLEMENT,CREEK APARTMENTS
265,Sheppard good had fiberglass peeling off the pole.,Ensure to paint or replace the Sheppard pole.,Repair/replace equipment,WHITE SETTLEMENT,CREEK APARTMENTS
267,Observee no DPD powder with test kit.,Obtain and use to test Chlorine regularly.,Adjust chemistry (chlorine/pH),SAGINAW,BELTMILL VILLAS
267,drinking fountains that are not functional.,Ensure drinking water is available in the pool yard.,Misc fixes,SAGINAW,BELTMILL VILLAS
267,gate at rear not latching properly.,Locked gate until permanent repair.,Gate/fence/latch,SAGINAW,BELTMILL VILLAS
267,no logs kept up.,Ensure that logs are maintained.,Misc fixes,SAGINAW,BELTMILL VILLAS
268,broken tile near entrance,ensure flooring is in good repair,Repair/replace equipment,GRAPEVINE,SPRINGHILL SUITES BY MARRIOTT
270,Manager states that the extra main drain covers are on order.,Ensure that these covers are stored in a safe place.,Misc fixes,SAGINAW,COBALT APARTMENTS 
270,"gates on far end, one of which was unlocked, not latching when allowed to self close.","The gate that wasn't locked is now locked and both will be repaired, There is currently on gate door that opens and latched correctly.",Gate/fence/latch,SAGINAW,COBALT APARTMENTS 
270,Previous climbing structure such as tree and cement block still exist.,Ensure that the fence is not climbsble.,Gate/fence/latch,SAGINAW,COBALT APARTMENTS 
271,no spa thermometer available to users.,Ensure a spa thermometer is available to users.,Misc fixes,FOREST HILL,QUALITY INN
272,missing tiles on pool wall.,Ensure missing tiles are replaced or repaired on pool wall.,Misc fixes,FOREST HILL,QUALITY INN
272,no air gap installed on backwash pipe.,Ensure an adequate air gap is installed on back wash pipe.,Misc fixes,FOREST HILL,QUALITY INN
273,the capacity sign with the incorrect wordage and lettering size.,"Ensure to acquire a sign that reads ""maximum user load limit"" and have the capacity attached to it.",Signage/permit posting,BEDFORD,MORGAN APARTMENTS THE
273,chipped FT abbreviation on the W side of the pool.,Ensure to repair or replace the tile so it returns to a smooth surface.,Repair/replace equipment,BEDFORD,MORGAN APARTMENTS THE
273,a chipped rock coping on the W side of the pool.,Ensure to replace the rock coping to return it to a smooth surface so accidents are prevented.,Repair/replace equipment,BEDFORD,MORGAN APARTMENTS THE
273,no weirs on either skimmer.,"Ensure to install the weirs into the skimmers to aid in the circulation of the top 4"" of water.",Repair/replace equipment,BEDFORD,MORGAN APARTMENTS THE
273,"a damabpged ""No Diving"" tile on the W side of the pool.",Ensure to repair or replace the tiles so it returns to a smooth and readable surface.,Repair/replace equipment,BEDFORD,MORGAN APARTMENTS THE
273,missing signage within the pool.,Ensure to update the signage based on the 25 TAC 265.190 (f)(5) paper.,Signage/permit posting,BEDFORD,MORGAN APARTMENTS THE
273,non compliant wording for the sign.,Ensure to update the signage based on the 25 TAC 265.190 (f)(5) paper.,Signage/permit posting,BEDFORD,MORGAN APARTMENTS THE
273,"size of the lettering was 3"".","Ensure to adjust the sign so that the lettering is replace with 4"" letters.",Adjust chemistry (chlorine/pH),BEDFORD,MORGAN APARTMENTS THE
273,missing secondary nut and bolt for the shepherds crook.,Ensure to have a minimum of 2x but and bolt combos to properly attach the hook to the pole.,Misc fixes,BEDFORD,MORGAN APARTMENTS THE
273,buoy was not attached to a rope.,Ensure to attach the rope to the buoy so it can be used in an emergency situation.,Misc fixes,BEDFORD,MORGAN APARTMENTS THE
274,sand debris in pump room,ensure circulation space is kept free of debris,Misc fixes,GRAPEVINE,HYATT PLACE DALLAS GRAPEVINE
274,transition line absent,ensure transition line is provided at 5 feet,Misc fixes,GRAPEVINE,HYATT PLACE DALLAS GRAPEVINE
276,flow meter not working,ensure flow meters are installed working order,Misc fixes,GRAPEVINE,HOMEWOOD SUITES GRAPEVINE
277,broken flow meter,ensure flow gauge is in working order,Misc fixes,GRAPEVINE,HOMEWOOD SUITES GRAPEVINE
277,no extended breath holding sign absent,ensure required signage is visible to bathers,Signage/permit posting,GRAPEVINE,HOMEWOOD SUITES GRAPEVINE
278,Observd that health permit is not posted to full public view.,Ensure to obtain valid copy of health permit and post to full public view.,Signage/permit posting,EDGECLIFF VILLAGE,VILLAGES AT EDGECLIFF HOA
279,chlorine level at 0.5 ppm.,Ensure chlorine level is at approved range.,Adjust chemistry (chlorine/pH),CROWLEY,CHALET CITY
279,loose hand hold for ladder on north side of pool.,Ensure hand holds and hand rails are stable and securely attached to pool deck.,Misc fixes,CROWLEY,CHALET CITY
279,damaged shepherds crook pole.,Ensure shepherds crook pole is repaired or replaced.,Misc fixes,CROWLEY,CHALET CITY
279,deck furniture and trash cans next to fence.,Ensure trash cans and deck furniture are separated from fence to prevent deck equipment being used as a foot hold for scaling fence.,Gate/fence/latch,CROWLEY,CHALET CITY
280,signage is out of compliance.,"Ensure to update the signage with ""Maximum user limit load"" and have the capacity attach to it.",Signage/permit posting,BEDFORD,MORGAN APARTMENTS THE
280,waterline tile missing by the main stairs closest to the office. Observed missing caulk between two tiles in 5e corner of the main stairs closest to the office.,Ensure to replace the tile and the chalking so the surface is smooth and durable.,Repair/replace equipment,BEDFORD,MORGAN APARTMENTS THE
280,missing inlet cover in the small pool.,Ensure to attach a cover to the inlet to prevent entrapment.,Misc fixes,BEDFORD,MORGAN APARTMENTS THE
280,missing signage throughout the pool.,Ensure to update the signage based on the 25 TAC 265.190 (f)(5) paper.,Signage/permit posting,BEDFORD,MORGAN APARTMENTS THE
280,out of compliance signs.,Ensure to update the signage based on the 25 TAC 265.190 (f)(5) paper.,Signage/permit posting,BEDFORD,MORGAN APARTMENTS THE
280,"lettering for this sign is at 3"".","Ensure to update the signage with to where the lettering is 4"".",Signage/permit posting,BEDFORD,MORGAN APARTMENTS THE
280,missing second nut and bolt for the hook.,Ensure to install a total of two nut and bolts to the pole to completely attach the hook.,Repair/replace equipment,BEDFORD,MORGAN APARTMENTS THE
280,no rope attached to the buoy.,Ensure to install the rope to the buoy so it can be used in an emergency situation.,Repair/replace equipment,BEDFORD,MORGAN APARTMENTS THE
281,improper wording for signage.,"Ensure to acquire a sign that reads ""maximum user load limit"" and have the capacity attached to it.",Signage/permit posting,BEDFORD,MORGAN APARTMENTS THE
281,malfunctioning vaccum gauge on the pump system.,Ensure to repair/replace the vaccum gauge so that proper readings can be made.,Repair/replace equipment,BEDFORD,MORGAN APARTMENTS THE
281,a chipped brick on the W side of the pool by the skimmer.,"Ensure to repair or replace the brick so the decking returns to a smooth, durable surface.",Repair/replace equipment,BEDFORD,MORGAN APARTMENTS THE
281,missing signage throughout the pool.,Ensure to update the signage based on the 25 TAC 265.190 (f)(5) paper.,Signage/permit posting,BEDFORD,MORGAN APARTMENTS THE
281,sign is not in compliance.,Ensure to update the signage based on the 25 TAC 265.190 (f)(5) paper.,Signage/permit posting,BEDFORD,MORGAN APARTMENTS THE
281,lettering for the sign is at 3cinch letters.,Ensure to update the signage with the letters are at least 4 inches.,Signage/permit posting,BEDFORD,MORGAN APARTMENTS THE
281,missing secondary nut and bolt on the pole.,Ensure to attach the hook with a minimum of 2x nut and bolt combos to the pole.,Misc fixes,BEDFORD,MORGAN APARTMENTS THE
281,rope not tied to the buoy.,Ensure to attach the rope to the buoy so it can be properly used in an emergency situation.,Misc fixes,BEDFORD,MORGAN APARTMENTS THE
282,no documentation of the main drain installation dates.,Must have date of installation of main drain covers.,Misc fixes,SOUTHLAKE,SOUTHRIDGE LAKES HOA
282,debris in skimmer baskets.,Must clean.,Clean/clear water,SOUTHLAKE,SOUTHRIDGE LAKES HOA
282,the over the rim fill spout with metal end.,Ensure to secure spout with soft pliable end.,Misc fixes,SOUTHLAKE,SOUTHRIDGE LAKES HOA
282,no covered trash can in the women's restroom.,Ensure women's restroom has a trash can with a lid.,Misc fixes,SOUTHLAKE,SOUTHRIDGE LAKES HOA
282,trash can within 36 inches of fence on the right hand side of the pool.,Ensure no structures are within 36 inches of the fence.,Gate/fence/latch,SOUTHLAKE,SOUTHRIDGE LAKES HOA
282,gaps greater than 4 inches under the fence located next to the main entrance of the pool.,Ensure there are no gaps greater than 4 inches under the fence.,Gate/fence/latch,SOUTHLAKE,SOUTHRIDGE LAKES HOA
283,"phone functioning, a little static but was able to communicate to the operator. Location was still incorrect. operator was informed and a ticket was put in again.",ensure the phone is clear and the address is correct.,Misc fixes,SAGINAW,CITY OF SAGINAW
285,paint is chipped in various places.,Per pool manager plans to repaint during pool offseason.,Misc fixes,WHITE SETTLEMENT,SPLASH DAYZ
288,drains less than 3 ft apart,ensure drains are at proper distance,Misc fixes,GRAPEVINE,SUPER 8 GRAPEVINE
288,skimmer basket contains chlorine tablets,ensure skimmers are free of debris and pool chemicals.,Misc fixes,GRAPEVINE,SUPER 8 GRAPEVINE
288,transition line missing,ensure transition line is provided at 5 ft depth,Signage/permit posting,GRAPEVINE,SUPER 8 GRAPEVINE
291,,Corrected on site - pool operator turned on UV system onsite. Must maintain secondary sanitizing system on and in good working conditions at all times during operation.,Records/testing kit/logs,WHITE SETTLEMENT,SPLASH DAYZ
292,chlorine at 8.5ppm.,Ensure chlorine is between 1-8ppm. Pool operator was able to being chlorine down to 4ppm while on site.,Adjust chemistry (chlorine/pH),SOUTHLAKE,SOUTHRIDGE LAKES HOA
292,no date of installation of main drain.,Must be able to provide date of installation of main drain covers.,Misc fixes,SOUTHLAKE,SOUTHRIDGE LAKES HOA
292,no covered trash can in the women's restroom.,Ensure to have a trash can with a lid in the women's restroom.,Misc fixes,SOUTHLAKE,SOUTHRIDGE LAKES HOA
292,trash can less than 36 inches from fence located on the right hand side of the pool.,Ensure all structures are more than 36 inches away from the fence. Pool operator moved trash can.,Gate/fence/latch,SOUTHLAKE,SOUTHRIDGE LAKES HOA
292,gaps greater than 4 inches below the fence located next to main entrance.,Ensure gaps under the fence are less than 4 inches.,Gate/fence/latch,SOUTHLAKE,SOUTHRIDGE LAKES HOA
293,no installation date for the main drain cover.,Must be able to provide date of installation for main drain covers.,Misc fixes,SOUTHLAKE,TIMARRON OWNERS ASSOC
293,the flow meter no working in the return pipe.,Must repair/replace.,Repair/replace equipment,SOUTHLAKE,TIMARRON OWNERS ASSOC
293,expired chemicals in DPD test kit on site.,Must replace expired chemicals.,Repair/replace equipment,SOUTHLAKE,TIMARRON OWNERS ASSOC
